device_id,last_seen,cpu_percent,mem_percent,patch_status,deploy_success
1121,2024-11-18,21.22,71.16,Compliant,1
1122,2024-12-29,40.95,91.89,Compliant,1
1123,2024-11-24,32.22,98.76,Compliant,1
1124,2025-02-13,32.16,53.35,Non-Compliant,1
1125,2024-11-01,34.15,1.0,Non-Compliant,1
1126,2025-03-28,49.83,52.1,Compliant,1
1127,2024-12-29,48.68,80.39,Compliant,1
1128,2024-11-07,26.68,34.9,Compliant,1
1129,2024-12-16,19.39,44.64,Compliant,1
1130,2024-10-19,56.12,62.29,Compliant,0
1131,2024-10-06,52.04,79.93,Non-Compliant,1
1132,2025-01-30,58.58,36.65,Compliant,1
1133,2025-02-01,48.22,77.65,Non-Compliant,1
1134,2025-01-27,60.0,70.35,Non-Compliant,1
1135,2024-11-14,5.26,51.03,Compliant,1
1136,2024-10-16,38.26,71.64,Non-Compliant,1
1137,2025-01-01,29.59,76.35,Compliant,1
1138,2025-03-09,69.78,89.31,Compliant,1
1139,2024-10-29,22.01,86.47,Compliant,1
1140,2024-11-21,19.85,33.42,Compliant,1
1141,2024-12-20,30.59,65.78,Non-Compliant,0
1142,2025-01-14,32.12,55.36,Compliant,1
1143,2025-01-20,34.35,63.57,Compliant,1
1144,2025-02-02,53.55,57.14,Compliant,1
1145,2024-12-08,62.23,59.45,Compliant,1
1146,2025-01-04,54.55,55.96,Non-Compliant,1
1147,2024-10-29,77.17,43.73,Non-Compliant,1
1148,2025-01-01,59.26,61.08,Compliant,1
1149,2025-02-08,30.51,74.65,Compliant,1
1150,2025-03-28,38.31,52.46,Non-Compliant,1
1151,2024-12-07,51.86,45.86,Non-Compliant,1
1152,2024-11-13,22.65,60.47,Compliant,1
1153,2024-10-25,35.32,63.73,Compliant,1
1154,2025-02-27,49.76,42.43,Compliant,0
1155,2025-03-19,68.68,48.15,Compliant,1
1156,2024-12-14,40.5,33.67,Compliant,1
1157,2024-10-08,42.89,62.89,Compliant,1
1158,2025-03-21,47.74,49.66,Non-Compliant,1
1159,2025-02-02,13.99,83.76,Compliant,1
1160,2024-10-27,34.59,66.73,Compliant,1
1161,2025-02-16,27.18,70.08,Non-Compliant,1
1162,2025-03-04,51.66,59.47,Compliant,1
1163,2025-02-12,33.42,73.94,Non-Compliant,1
1164,2025-02-01,58.24,23.84,Non-Compliant,1
1165,2024-12-30,46.54,55.93,Compliant,1
1166,2025-03-16,37.61,50.07,Compliant,1
1167,2024-11-20,31.57,79.22,Compliant,1
1168,2024-10-21,29.29,30.78,Compliant,1
1169,2024-12-29,64.18,60.82,Compliant,1
1170,2025-03-28,9.47,82.11,Compliant,1
1171,2025-01-17,38.75,54.48,Compliant,1
1172,2025-01-25,41.28,54.38,Non-Compliant,1
1173,2024-10-17,6.11,62.0,Non-Compliant,1
1174,2025-03-08,59.63,52.15,Compliant,1
1175,2025-02-19,43.16,64.54,Compliant,1
1176,2025-02-07,50.97,78.63,Non-Compliant,1
1177,2025-03-03,51.16,62.9,Compliant,1
1178,2025-02-27,53.65,56.0,Non-Compliant,1
1179,2025-01-14,52.15,72.3,Compliant,1
1180,2024-10-28,52.14,86.99,Compliant,1
1181,2025-02-11,45.86,43.5,Compliant,0
1182,2025-02-24,54.83,94.44,Compliant,1
1183,2024-11-25,80.89,44.88,Non-Compliant,1
1184,2024-10-21,27.19,63.94,Compliant,1
1185,2025-03-19,47.72,62.98,Compliant,1
1186,2024-10-20,52.58,64.14,Compliant,1
1187,2024-12-30,16.92,23.56,Compliant,1
1188,2025-02-04,68.4,31.59,Compliant,1
1189,2025-03-21,49.76,48.44,Non-Compliant,1
1190,2025-01-29,44.68,43.2,Non-Compliant,1
1191,2024-10-31,34.6,66.64,Non-Compliant,1
1192,2024-10-09,52.68,80.2,Compliant,1
1193,2024-11-19,23.25,15.21,Compliant,1
1194,2024-12-20,65.95,33.12,Compliant,1
1195,2024-11-01,55.72,45.46,Compliant,1
1196,2025-03-17,38.16,33.58,Compliant,1
1197,2025-03-29,61.62,49.35,Compliant,1
1198,2025-01-25,13.89,38.84,Compliant,1
1199,2024-10-27,24.89,65.78,Non-Compliant,1
1200,2024-10-02,40.94,100.0,Compliant,1
1201,2024-10-01,41.57,38.87,Compliant,1
1202,2025-02-04,46.8,81.07,Compliant,1
1203,2024-10-08,43.17,100.0,Compliant,1
1204,2025-02-15,58.76,42.54,Non-Compliant,1
1205,2024-12-08,18.2,99.13,Non-Compliant,1
1206,2025-01-22,11.34,38.4,Compliant,1
1207,2025-03-18,19.1,80.66,Compliant,1
1208,2024-11-17,20.61,39.84,Non-Compliant,1
1209,2025-01-24,40.7,18.68,Non-Compliant,1
1210,2025-01-25,38.05,76.6,Non-Compliant,1
1211,2024-12-20,45.04,66.21,Compliant,1
1212,2025-03-25,45.68,54.15,Compliant,1
1213,2025-02-02,44.42,22.67,Non-Compliant,1
1214,2024-11-02,17.24,82.05,Compliant,1
1215,2024-12-31,37.1,77.43,Compliant,1
1216,2025-03-28,32.7,19.16,Compliant,1
1217,2024-12-21,58.77,60.13,Compliant,1
1218,2025-01-30,45.67,66.6,Compliant,1
1219,2024-10-23,68.36,32.82,Non-Compliant,1
1220,2025-03-29,25.65,75.66,Compliant,0
1221,2024-12-21,35.98,100.0,Non-Compliant,1
1222,2024-11-12,54.2,77.09,Compliant,1
1223,2025-01-15,33.05,90.64,Compliant,1
1224,2024-12-13,46.14,73.6,Compliant,1
1225,2025-02-15,31.37,32.93,Compliant,1
1226,2025-01-08,57.98,72.32,Non-Compliant,1
1227,2025-01-14,19.43,29.27,Compliant,1
1228,2024-12-16,69.25,45.0,Compliant,1
1229,2025-02-06,52.05,50.21,Compliant,1
1230,2025-02-21,47.98,47.94,Compliant,1
1231,2024-10-19,46.42,39.22,Compliant,1
1232,2024-12-15,30.1,50.0,Compliant,0
1233,2025-02-10,51.17,52.6,Compliant,1
1234,2024-12-01,32.78,80.8,Compliant,1
1235,2025-02-10,9.0,63.59,Compliant,0
1236,2025-01-29,41.96,74.89,Compliant,1
1237,2025-02-12,29.41,50.34,Compliant,1
1238,2025-01-16,42.75,74.35,Compliant,1
1239,2024-12-17,40.33,16.49,Compliant,1
1240,2024-11-02,19.32,29.43,Compliant,1
1241,2024-10-06,64.56,75.2,Non-Compliant,1
1242,2024-12-21,30.57,43.13,Compliant,1
1243,2025-02-11,56.57,57.17,Compliant,1
1244,2024-11-20,29.86,8.26,Compliant,1
1245,2024-10-12,40.75,47.37,Compliant,1
1246,2025-01-22,44.75,30.04,Compliant,1
1247,2025-01-30,10.01,41.42,Compliant,1
1248,2025-02-09,31.23,57.46,Compliant,1
1249,2024-10-01,44.43,57.05,Compliant,1
1250,2024-11-21,41.34,50.16,Non-Compliant,1
1251,2024-11-22,41.0,73.07,Compliant,1
1252,2025-01-01,54.15,46.22,Compliant,1
1253,2024-10-14,28.32,49.73,Compliant,1
1254,2025-02-26,41.46,31.09,Compliant,1
1255,2025-01-13,20.05,79.27,Compliant,1
1256,2025-03-08,32.82,38.75,Compliant,1
1257,2025-03-18,58.82,26.78,Compliant,1
1258,2025-02-12,40.57,30.71,Compliant,1
1259,2024-11-30,33.28,58.93,Compliant,1
1260,2024-10-15,28.13,53.1,Non-Compliant,1
1261,2025-01-14,19.62,50.53,Compliant,1
1262,2024-10-09,54.62,75.09,Compliant,1
1263,2024-11-29,72.06,35.33,Non-Compliant,1
1264,2024-11-25,33.85,64.9,Non-Compliant,1
1265,2025-02-20,12.97,56.89,Compliant,1
1266,2024-12-24,63.27,63.15,Compliant,1
1267,2025-01-13,26.66,57.27,Non-Compliant,1
1268,2024-12-27,45.83,40.01,Compliant,1
1269,2024-10-07,47.96,10.5,Non-Compliant,0
1270,2024-10-24,56.94,71.24,Compliant,0
1271,2024-11-26,36.6,54.83,Non-Compliant,1
1272,2024-12-03,47.0,57.44,Compliant,1
1273,2024-10-25,35.14,54.39,Non-Compliant,1
1274,2025-03-11,10.13,25.37,Compliant,1
1275,2024-11-23,33.78,59.53,Compliant,1
1276,2024-12-25,45.61,55.6,Compliant,1
1277,2024-11-03,25.03,53.56,Compliant,0
1278,2025-03-05,41.38,89.33,Compliant,1
1279,2024-10-01,44.06,57.44,Non-Compliant,1
1280,2025-01-16,60.11,52.51,Compliant,0
1281,2024-11-06,26.11,51.96,Compliant,1
1282,2024-10-30,43.67,33.59,Compliant,1
1283,2025-01-22,23.62,57.79,Non-Compliant,0
1284,2025-03-02,7.23,60.41,Compliant,1
1285,2025-02-07,32.85,41.75,Compliant,1
1286,2025-03-05,31.8,69.87,Compliant,1
1287,2024-11-17,45.15,64.73,Non-Compliant,1
1288,2025-03-05,57.42,52.71,Compliant,1
1289,2025-01-10,41.61,71.58,Compliant,1
1290,2024-10-24,30.26,47.3,Compliant,1
1291,2025-02-23,27.67,70.96,Compliant,1
1292,2024-10-20,57.48,45.22,Non-Compliant,1
1293,2024-12-07,50.3,86.61,Compliant,1
1294,2024-10-08,26.75,43.31,Compliant,0
1295,2024-12-29,19.51,51.86,Compliant,1
1296,2024-11-25,26.73,37.68,Compliant,1
1297,2024-11-30,54.83,65.98,Compliant,1
1298,2024-11-08,25.84,32.25,Non-Compliant,1
1299,2024-10-18,46.9,52.65,Compliant,1
1300,2025-01-05,65.39,27.35,Compliant,1
1301,2024-11-28,28.06,65.74,Compliant,1
1302,2025-02-23,34.35,66.81,Non-Compliant,1
1303,2025-01-06,39.53,57.5,Compliant,1
1304,2024-11-11,15.92,44.41,Compliant,1
1305,2024-11-22,29.35,68.88,Compliant,1
1306,2024-11-02,42.67,36.15,Compliant,1
1307,2024-10-21,25.41,40.13,Non-Compliant,1
1308,2025-02-19,72.06,68.81,Compliant,1
1309,2024-11-02,32.61,65.89,Compliant,1
1310,2025-02-09,37.34,65.97,Compliant,1
1311,2025-03-20,31.39,100.0,Compliant,1
1312,2025-02-07,36.35,58.42,Compliant,1
1313,2024-11-09,29.16,47.0,Non-Compliant,1
1314,2024-11-19,8.87,52.16,Compliant,1
1315,2024-12-02,34.6,13.01,Non-Compliant,1
1316,2025-03-26,67.1,62.73,Non-Compliant,1
1317,2025-01-18,64.43,83.26,Non-Compliant,1
1318,2025-01-02,24.18,48.06,Compliant,0
1319,2024-12-03,16.06,81.21,Compliant,1
1320,2025-03-27,9.21,35.61,Compliant,1
1321,2025-02-15,25.41,39.45,Compliant,0
1322,2024-12-24,31.66,39.38,Compliant,1
1323,2025-01-22,46.03,25.72,Compliant,1
1324,2025-01-24,33.77,84.16,Compliant,1
1325,2025-02-28,53.18,65.3,Compliant,1
1326,2024-11-06,48.9,67.42,Compliant,1
1327,2024-12-11,45.19,40.52,Compliant,1
1328,2025-02-15,38.18,70.93,Compliant,1
1329,2025-03-02,54.81,44.85,Compliant,1
1330,2024-11-02,49.52,45.77,Non-Compliant,1
1331,2024-10-17,18.1,76.45,Compliant,1
1332,2025-01-23,47.93,38.08,Compliant,1
1333,2024-10-24,31.38,35.03,Non-Compliant,1
1334,2025-03-26,53.79,32.66,Compliant,1
1335,2024-10-30,49.85,52.07,Compliant,1
1336,2024-12-04,65.79,96.24,Compliant,1
1337,2025-02-03,10.03,49.8,Compliant,1
1338,2024-12-20,44.61,28.99,Compliant,0
1339,2024-10-28,30.25,42.5,Non-Compliant,1
1340,2024-10-13,71.95,45.7,Compliant,1
1341,2025-02-15,1.0,55.94,Compliant,1
1342,2024-12-23,46.56,62.26,Non-Compliant,1
1343,2025-02-12,48.36,13.11,Compliant,1
1344,2024-12-02,7.93,30.53,Compliant,1
1345,2024-10-26,47.79,29.01,Compliant,1
1346,2025-01-25,9.74,75.39,Non-Compliant,1
1347,2024-11-07,29.14,34.71,Compliant,0
1348,2024-11-23,46.13,60.59,Compliant,0
1349,2024-11-14,25.34,64.32,Non-Compliant,1
1350,2025-01-20,41.15,44.9,Compliant,1
1351,2025-03-18,39.9,6.45,Non-Compliant,1
1352,2025-03-22,48.02,78.44,Non-Compliant,1
1353,2025-03-11,23.97,81.2,Non-Compliant,1
1354,2024-12-15,53.88,54.59,Non-Compliant,1
1355,2024-11-27,1.0,41.33,Compliant,1
1356,2024-12-18,62.78,90.91,Compliant,1
1357,2025-02-15,36.15,40.7,Non-Compliant,1
1358,2025-02-03,37.68,70.9,Compliant,1
1359,2024-12-29,44.62,25.1,Compliant,1
1360,2025-02-22,42.86,64.17,Compliant,1
1361,2024-11-30,39.96,29.02,Compliant,1
1362,2025-01-28,58.71,62.57,Non-Compliant,1
1363,2024-10-11,17.1,55.07,Compliant,1
1364,2025-02-22,25.68,47.68,Non-Compliant,1
1365,2024-10-15,46.5,47.12,Compliant,1
1366,2024-10-04,34.5,76.67,Compliant,1
1367,2024-12-28,59.36,53.3,Compliant,0
1368,2025-03-24,73.58,62.9,Non-Compliant,1
1369,2024-11-15,40.08,100.0,Non-Compliant,1
1370,2025-03-06,14.19,29.98,Non-Compliant,0
1371,2024-10-31,26.79,39.59,Non-Compliant,1
1372,2024-12-12,9.36,21.99,Non-Compliant,0
1373,2024-11-17,49.28,21.05,Non-Compliant,1
1374,2025-02-08,25.8,93.11,Compliant,1
1375,2024-10-04,37.61,46.62,Compliant,1
1376,2024-10-19,35.66,2.32,Non-Compliant,1
1377,2025-03-18,56.95,49.35,Compliant,0
1378,2025-02-27,40.84,45.12,Non-Compliant,1
1379,2025-01-23,35.94,34.01,Compliant,0
1380,2024-10-25,26.2,46.18,Compliant,1
1381,2025-02-09,49.06,58.15,Non-Compliant,1
1382,2024-11-22,23.48,46.8,Compliant,1
1383,2025-03-28,21.19,72.04,Compliant,1
1384,2024-10-05,31.1,53.77,Compliant,1
1385,2024-11-19,71.26,55.27,Compliant,1
1386,2025-03-27,38.51,51.15,Compliant,0
1387,2024-11-28,39.23,30.32,Non-Compliant,1
1388,2025-01-01,44.78,31.12,Non-Compliant,1
1389,2025-02-26,43.49,57.41,Compliant,1
1390,2024-12-18,36.74,39.84,Compliant,1
1391,2025-02-28,25.48,66.96,Compliant,0
1392,2024-12-20,33.41,48.3,Compliant,1
1393,2025-02-08,36.9,39.54,Non-Compliant,1
1394,2024-11-19,18.77,60.18,Compliant,0
1395,2024-11-23,36.76,55.54,Compliant,0
1396,2024-12-30,42.93,21.86,Non-Compliant,1
1397,2025-02-21,31.96,18.6,Compliant,1
1398,2024-10-06,58.58,66.43,Compliant,1
1399,2024-11-10,44.13,40.15,Compliant,1
1400,2024-10-10,28.57,58.04,Non-Compliant,0
1401,2025-01-26,33.8,59.65,Compliant,1
1402,2025-03-06,58.43,79.07,Compliant,1
1403,2024-12-20,30.76,87.99,Non-Compliant,1
1404,2025-01-11,27.97,32.12,Compliant,1
1405,2025-03-23,27.31,52.02,Compliant,1
1406,2025-02-17,41.12,52.53,Compliant,1
1407,2025-03-06,43.3,85.38,Compliant,1
1408,2024-12-17,50.19,26.21,Compliant,1
1409,2024-11-18,29.1,83.71,Compliant,1
1410,2025-03-17,62.77,66.25,Compliant,1
1411,2024-11-12,47.66,44.01,Non-Compliant,1
1412,2025-01-11,33.75,72.45,Compliant,1
1413,2024-12-26,52.4,47.5,Non-Compliant,1
1414,2024-10-07,68.55,22.68,Compliant,1
1415,2025-02-17,47.29,57.42,Compliant,1
1416,2024-10-13,66.39,49.71,Non-Compliant,1
1417,2025-02-04,24.86,45.29,Compliant,1
1418,2025-03-24,11.07,39.19,Compliant,1
1419,2025-02-24,47.99,67.31,Compliant,1
1420,2025-02-08,57.04,54.7,Compliant,1
1421,2025-01-15,20.1,45.49,Compliant,1
1422,2025-01-28,58.64,42.87,Compliant,0
1423,2025-03-17,33.45,45.8,Non-Compliant,1
1424,2024-10-12,49.14,43.35,Compliant,1
1425,2025-03-08,43.96,46.87,Compliant,1
1426,2025-02-05,46.97,69.53,Compliant,1
1427,2025-03-12,48.5,47.57,Non-Compliant,1
1428,2024-12-23,38.7,58.07,Compliant,1
1429,2024-12-05,33.53,47.3,Compliant,1
1430,2024-10-27,45.17,19.52,Non-Compliant,1
1431,2024-10-03,35.85,59.37,Compliant,1
1432,2024-11-17,29.6,40.68,Non-Compliant,1
1433,2025-02-26,44.77,68.34,Compliant,0
1434,2025-01-23,31.04,88.1,Compliant,1
1435,2024-11-21,37.08,41.77,Non-Compliant,0
1436,2025-02-12,32.03,73.1,Non-Compliant,1
1437,2024-11-20,63.41,46.76,Compliant,1
1438,2024-11-14,41.58,48.85,Non-Compliant,1
1439,2024-11-15,16.24,62.56,Non-Compliant,1
1440,2024-11-02,58.69,15.67,Compliant,1
1441,2024-11-05,12.81,20.51,Non-Compliant,1
1442,2024-10-17,72.09,56.15,Compliant,0
1443,2025-02-11,40.59,2.63,Non-Compliant,1
1444,2025-01-24,30.64,76.71,Compliant,1
1445,2025-02-26,34.55,81.7,Compliant,0
1446,2024-11-07,16.11,62.07,Non-Compliant,1
1447,2025-03-11,38.45,52.39,Non-Compliant,1
1448,2024-11-18,33.31,77.18,Compliant,1
1449,2024-11-30,39.06,45.7,Compliant,0
1450,2024-11-27,53.5,47.46,Compliant,1
1451,2024-12-15,44.55,52.25,Compliant,0
1452,2024-10-12,22.66,38.45,Compliant,1
1453,2025-02-23,25.15,80.83,Compliant,1
1454,2024-10-06,43.77,80.21,Compliant,1
1455,2025-01-03,47.35,36.18,Compliant,0
1456,2024-12-28,38.92,40.01,Compliant,1
1457,2025-03-25,48.33,48.01,Non-Compliant,1
1458,2024-12-27,42.14,79.04,Compliant,1
1459,2025-01-14,42.57,47.91,Non-Compliant,1
1460,2024-10-11,52.6,58.14,Compliant,1
1461,2025-03-10,68.83,33.66,Compliant,1
1462,2024-10-21,44.48,85.44,Compliant,1
1463,2025-03-01,86.24,31.62,Compliant,1
1464,2024-11-24,42.17,46.77,Compliant,1
1465,2025-03-26,41.92,20.87,Compliant,1
1466,2025-01-24,69.3,79.7,Compliant,1
1467,2024-10-09,37.53,54.37,Non-Compliant,1
1468,2025-01-03,12.84,90.57,Compliant,1
1469,2025-01-26,23.58,35.38,Compliant,1
1470,2024-11-07,53.58,75.99,Non-Compliant,1
1471,2025-02-10,47.32,62.87,Compliant,1
1472,2025-01-09,26.07,39.13,Compliant,1
1473,2025-03-18,10.63,41.82,Compliant,1
1474,2025-03-11,34.29,65.96,Compliant,1
1475,2025-01-04,57.97,54.24,Compliant,1
1476,2025-01-09,38.3,41.31,Non-Compliant,1
1477,2025-02-22,34.66,89.96,Compliant,1
1478,2024-11-05,23.51,55.89,Non-Compliant,1
1479,2024-11-05,35.14,47.5,Non-Compliant,1
1480,2025-02-18,47.99,33.37,Compliant,1
1481,2024-10-20,37.13,44.59,Compliant,1
1482,2024-11-20,37.46,12.14,Non-Compliant,1
1483,2024-10-16,56.82,55.04,Compliant,1
1484,2024-10-06,28.31,69.67,Compliant,1
1485,2025-02-15,47.05,83.7,Compliant,1
1486,2025-03-08,37.64,46.65,Compliant,1
1487,2025-02-23,64.6,64.59,Compliant,1
1488,2025-01-04,52.98,48.08,Compliant,1
1489,2025-03-18,60.06,19.19,Compliant,1
1490,2025-01-14,49.22,14.14,Compliant,1
1491,2024-11-16,32.64,52.82,Compliant,0
1492,2024-10-24,61.24,14.48,Compliant,1
1493,2025-01-18,45.39,49.89,Compliant,1
1494,2025-01-01,43.37,46.43,Compliant,1
1495,2025-01-12,28.12,19.78,Non-Compliant,1
1496,2025-03-17,51.1,1.0,Non-Compliant,0
1497,2024-11-14,33.6,40.26,Non-Compliant,1
1498,2024-12-22,32.07,84.35,Compliant,1
1499,2024-10-01,44.48,59.96,Non-Compliant,0
1500,2024-10-27,30.72,40.04,Non-Compliant,1
1501,2024-10-22,28.61,38.62,Compliant,1
1502,2024-10-28,25.95,61.61,Compliant,1
1503,2025-03-25,55.43,56.38,Compliant,1
1504,2024-11-04,61.48,68.04,Compliant,0
1505,2024-10-03,68.69,89.87,Compliant,1
1506,2025-03-15,54.02,76.75,Compliant,1
1507,2024-11-13,5.3,76.29,Compliant,1
1508,2025-02-10,44.8,52.19,Non-Compliant,1
1509,2025-02-12,36.3,9.39,Compliant,1
1510,2025-03-19,75.84,11.67,Compliant,1
1511,2025-01-06,45.89,63.94,Compliant,1
1512,2025-01-19,27.54,43.0,Compliant,0
1513,2024-11-26,29.11,87.04,Compliant,1
1514,2024-12-24,13.79,83.49,Compliant,1
1515,2025-03-06,38.95,56.63,Compliant,1
1516,2024-12-20,16.44,44.5,Non-Compliant,1
1517,2025-03-13,9.71,35.91,Compliant,1
1518,2025-03-17,26.03,86.44,Compliant,1
1519,2024-10-21,24.63,57.52,Compliant,1
1520,2025-01-06,41.08,40.14,Compliant,1
1521,2025-02-21,45.82,52.4,Compliant,1
1522,2025-03-23,40.06,49.47,Compliant,1
1523,2025-02-14,38.33,90.27,Non-Compliant,1
1524,2024-10-03,45.87,58.44,Non-Compliant,1
1525,2024-10-23,57.3,55.33,Compliant,1
1526,2025-02-18,25.05,27.63,Compliant,1
1527,2024-11-07,44.92,64.26,Compliant,1
1528,2025-03-11,40.38,55.86,Compliant,1
1529,2025-03-03,46.13,65.59,Compliant,0
1530,2025-03-09,37.12,56.06,Compliant,1
1531,2024-10-20,26.66,48.08,Compliant,1
1532,2024-11-15,37.91,55.99,Compliant,0
1533,2025-01-10,29.08,39.55,Compliant,0
1534,2024-11-24,25.16,58.08,Compliant,1
1535,2025-02-14,57.79,80.82,Compliant,1
1536,2024-11-20,42.27,72.64,Non-Compliant,1
1537,2024-11-26,10.37,49.17,Non-Compliant,1
1538,2024-12-19,1.0,50.82,Compliant,1
1539,2025-03-22,37.72,66.71,Compliant,1
